indic_bt,nace_r2,s_adj,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
PNUM,F_CC11_X_CC113,NSA,I15,ME	78.1 	148.3 	100.4 	100.0 	98.4 	110.0 	119.5 	104.3 	93.3 	121.3 e	94.3 e	73.2 e	52.2 e	44.1 e	68.5 e	40.9 e	51.5 e	42.8 e	54.2 e	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,MK	117.4 	128.6 	126.9 	100.0 	88.4 	77.3 	119.4 	101.8 	89.1 	79.0 	87.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,MT	326.5 	248.8 	190.2 	100.0 	74.4 	68.5 	77.6 	100.2 	112.6 	134.2 	173.2 	287.4 	263.5 	230.1 	169.9 	155.3 	138.9 	105.9 	100.6 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,NL	129.3 	125.9 	97.7 	100.0 	73.5 	48.9 	69.8 	104.2 	114.0 	135.7 	162.9 	164.2 	180.2 	155.6 	142.3 	135.3 	125.5 	116.4 	146.8 	157.3 	163.8 	189.6 	188.9 	183.8 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,NO	117.8 	121.3 	117.7 	100.0 	96.2 	102.3 	101.6 	101.7 	74.1 	75.8 	85.5 	117.5 	125.7 	126.9 	111.1 	81.7 	90.0 	89.9 	88.2 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,PL	138.2 	133.8 	112.2 	100.0 	82.5 	72.4 	86.1 	96.4 	90.9 	92.7 	121.3 	130.3 	88.4 	63.8 	58.3 	51.0 	43.2 	76.2 	79.9 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,PT	245.8 	172.5 	139.2 	100.0 	84.9 	90.4 	138.8 	207.7 	295.7 	322.4 	562.7 e	774.6 e	834.5 e	871.5 e	879.9 e	1009.4 e	1086.8 e	1278.3 e	1423.4 e	1482.6 s	1355.9 s	1203.2 s	1065.5 s	974.5 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,RO	109.2 	106.4 	98.8 	100.0 	96.3 	96.6 	96.8 	100.8 	107.9 	124.9 	156.2 	144.8 	130.5 	111.3 	87.8 	70.7 	77.7 	88.1 	80.5 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,RS	184.8 	168.9 	126.0 	100.0 	77.4 	76.2 	106.2 	115.2 	106.9 	131.1 	150.5 	139.8 	103.5 e	106.6 e	100.6 e	93.2 e	70.0 e	71.9 e	68.7 e	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,SE	110.9 	133.9 	123.8 	100.0 p	76.0 p	63.5 p	50.5 p	57.8 p	56.9 p	44.2 p	50.2 p	58.8 p	89.4 p	64.4 p	54.8 p	45.3 p	33.3 p	35.7 p	33.5 p	27.2 s	24.7 s	23.3 s	20.3 s	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,SI	136.2 	116.8 	109.2 	100.0 	99.3 	117.6 	117.9 	140.6 	178.8 	219.5 	312.0 	383.3 	313.9 	264.8 	258.5 	215.7 	182.3 	186.3 	184.3 	195.4 	194.6 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,SK	116.6 	104.7 	114.6 	100.0 	81.1 	74.7 	65.8 	66.0 	82.0 	102.7 	147.1 	92.1 	102.2 	99.1 	81.5 	52.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,TR	73.7 	155.5 	112.2 	100.0 	115.0 	93.6 	85.9 	72.5 	101.0 	57.8 	56.1 	65.0 	66.9 	61.0 	36.9 	22.6 	18.1 	31.2 	35.2 	37.9 	48.3 	51.8 	50.7 	57.9 	58.5 	61.2 	52.8 
PNUM,F_CC11_X_CC113,NSA,I15,UK	105.6 p	110.9 p	104.3 p	100.0 p	94.7 p	83.6 p	69.9 	77.2 	77.6 	63.7 	79.0 	130.6 	124.8 	126.4 	127.0 	115.5 	107.8 	107.9 	105.2 	106.3 	104.7 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,AL	46.2 	76.3 	514.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,AT	-16.9 e	10.2 e	16.9 ep	2.7 p	7.0 p	13.9 	-11.1 	18.8 	1.2 	-0.4 	0.7 	-2.4 	7.9 	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,BA	4.9 	9.2 	6.6 	23.8 	22.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,BE	23.8 p	-1.3 p	11.4 p	-16.0 	11.2 	5.0 	5.5 	-12.6 	10.4 	-13.1 	-2.4 	-11.6 	3.3 	14.2 	15.0 	7.8 	1.2 	-2.7 	-6.8 	19.9 	-24.1 	2.9 	7.7 s	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,BG	42.3 	37.5 	5.2 	8.9 	29.1 	15.6 	-3.3 	-14.4 	-36.4 	-59.2 	-23.0 	21.0 	61.3 	54.6 	102.0 	20.8 	22.9 	40.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,CY	25.6 	35.4 	14.1 	12.0 	-31.0 	-29.6 	-33.5 	-38.2 	-14.2 	-16.9 	-2.0 	8.3 	0.8 	19.2 	31.7 	47.1 	17.8 	13.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,CZ	3.4 	18.0 	4.2 	10.0 	8.2 	-6.7 	-15.4 	-1.3 	-23.7 	-16.4 	-0.1 	1.3 	7.0 	2.9 	7.4 	12.2 	16.6 	-12.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,DE	2.0 	-2.2 	15.6 	7.3 	3.4 	12.3 	3.2 	21.4 	6.5 e	2.7 e	-5.2 e	-27.8 e	2.5 e	-10.6 e	-10.4 e	8.3 e	-6.2 e	-14.9 e	-30.6 e	-8.4 e	-9.9 e	-8.0 e	-9.8 e	-10.3 e	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,DK	15.0 e	-5.7 e	32.4 e	40.3 e	38.4 e	-4.1 e	-27.7 e	11.2 e	94.8 e	-46.9 e	-31.1 e	-37.9 e	0.5 e	23.7 e	7.9 e	11.4 e	19.8 e	19.1 e	-0.7 e	-3.5 e	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,EA19	4.6 	9.4 	13.5 	4.6 	-1.8 	-17.4 	-16.7 	-2.4 	-9.1 	-30.6 	-35.8 	-11.1 	7.4 	7.8 	12.5 	11.3 s	3.0 s	-6.9 s	2.7 s	3.0 s	5.4 s	1.3 s	-5.3 s	-11.3 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,EE	-11.3 	30.9 	7.7 	41.8 	29.1 	0.6 	7.3 	9.5 	24.2 	-62.0 	-38.7 	-30.6 	40.5 	-3.1 	176.3 	8.3 	120.7 	32.6 	9.0 	-12.8 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,EL	42.0 	19.7 	3.5 	-4.4 	-18.8 	-42.7 	-45.2 	-45.3 	-16.4 	-25.6 	-23.1 	-18.9 	-39.3 	68.1 	-5.0 	-0.5 	21.0 	23.3 s	1.9 s	-9.3 s	10.0 s	5.5 s	24.6 s	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,ES	24.2 p	24.8 ep	23.7 e	8.2 	6.7 	-45.7 	-26.1 	-15.0 	-30.4 e	-50.9 e	-57.1 e	-15.1 e	21.8 e	11.1 e	15.4 e	16.8 e	2.4 e	-10.4 e	12.4 e	12.1 e	19.5 e	14.5 e	-5.6 e	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,EU28	2.3 	9.2 	13.3 	6.7 	2.1 	-12.2 	-15.9 	-2.0 	-6.1 	-29.6 	-34.9 	-10.0 	7.1 	7.4 	12.2 	11.2 s	2.4 s	-5.8 s	2.7 s	3.0 s	5.4 s	1.3 s	-5.3 s	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,FI	-10.9 	19.2 	26.6 	5.6 	12.2 	-16.2 	-8.4 	5.1 	26.3 	1.8 	-20.2 	-10.2 	-3.8 	9.0 	-1.8 	15.0 	7.0 	-19.2 	-4.7 	11.9 	5.7 	29.5 	36.2 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,FR	-6.7 	6.3 	14.8 	7.4 	-12.4 	-11.0 	-8.7 	10.2 	26.7 	-21.7 	-17.5 	-5.3 	8.4 	10.6 	19.7 	9.3 	-0.1 	-3.3 	9.4 	-19.4 	32.7 	1.4 	-0.6 	-14.6 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,HR	-6.0 	34.9 	33.1 	-10.8 	1.7 	-21.8 	-27.2 	0.9 	-20.8 	-31.7 	-0.8 	-3.1 	9.7 	14.3 	-4.2 	8.7 	8.2 	48.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,HU	-3.2 	21.5 	157.1 	29.2 	30.7 	-27.2 	-15.6 	-32.1 	-38.6 	-34.1 	-0.4 	-0.2 e	-13.4 e	-9.8 e	1.6 e	18.8 e	2.1 e	8.8 e	49.7 s	27.7 s	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,IE	40.7 	26.9 	25.5 	76.1 	2.9 	15.2 	-46.4 	-37.0 	-54.4 	-40.0 	-19.9 	7.2 	-20.7 	-2.3 	29.7 	13.0 	-11.6 	-14.0 	19.1 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,IT	6.0 p	16.3 	3.9 	-8.3 	-12.4 	-34.9 	-27.0 	-5.9 	-15.7 	-26.2 	-23.4 	-4.3 	-6.1 	3.8 	16.9 	9.7 	10.7 	2.5 	: c	: c	: c	: c	: c	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,LT	3.0 	-2.4 	22.2 	20.6 	-5.9 	18.6 	38.1 	-12.4 	10.2 e	-52.6 e	-17.2 e	16.4 e	40.9 e	40.2 e	36.2 e	44.7 e	11.8 	0.0 	-10.3 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,LU	11.1 	2.5 	20.6 	-31.4 	60.5 	-15.3 	-1.0 	19.0 	0.3 	-8.6 	-18.4 	11.9 	-6.0 	21.3 	18.3 	11.5 	4.5 	-16.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,LV	17.1 	17.3 	22.0 	-10.8 	-43.2 	29.6 	22.9 	-5.3 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,ME	-47.3 	47.7 	0.4 	1.6 	-10.5 	-7.9 	14.6 	11.8 	-23.1 e	28.6 e	28.8 e	40.2 e	18.4 e	-35.6 e	67.5 e	-20.6 e	20.3 e	-21.0 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,MK	-8.7 	1.3 	26.9 	13.1 	14.4 	-35.3 	17.3 	14.3 	12.8 	-9.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,MT	31.2 	30.8 	90.2 	34.4 	8.6 	-11.7 	-22.6 	-11.0 	-16.1 	-22.5 	-39.7 	9.1 	14.5 	35.4 	9.4 	11.8 	31.2 	5.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,NL	2.7 	28.9 	-2.3 	36.1 	50.3 	-29.9 	-33.0 	-8.6 	-16.0 	-16.7 	-0.8 	-8.9 	15.8 	9.3 	5.2 	7.8 	7.8 	-20.7 	-6.7 	-4.0 	-13.6 	0.4 	2.8 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,NO	-2.9 	3.1 	17.7 	4.0 	-6.0 	0.7 	-0.1 	37.2 	-2.2 	-11.3 	-27.2 	-6.5 	-0.9 	14.2 	36.0 	-9.2 	0.1 	1.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,PL	3.3 	19.3 	12.2 	21.2 	14.0 	-15.9 	-10.7 	6.1 	-1.9 	-23.6 	-6.9 	47.4 	38.6 	9.4 	14.3 	18.1 	-43.3 	-4.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,PT	42.5 	23.9 	39.2 	17.8 	-6.1 	-34.9 	-33.2 	-29.8 	-8.3 	-42.7 e	-27.4 e	-7.2 e	-4.2 e	-1.0 e	-12.8 e	-7.1 e	-15.0 e	-10.2 e	-4.0 s	9.3 s	12.7 s	12.9 s	9.3 s	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,RO	2.6 	7.7 	-1.2 	3.8 	-0.3 	-0.2 	-4.0 	-6.6 	-13.6 	-20.0 	7.9 	11.0 	17.3 	26.8 	24.2 	-9.0 	-11.8 	9.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,RS	9.4 	34.0 	26.0 	29.2 	1.6 	-28.2 	-7.8 	7.8 	-18.5 	-12.9 	7.7 	35.1 e	-2.9 e	6.0 e	7.9 e	33.1 e	-2.6 e	4.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,SE	-17.2 	8.2 	23.8 p	31.6 p	19.7 p	25.7 p	-12.6 p	1.6 p	28.7 p	-12.0 p	-14.6 p	-34.2 p	38.8 p	17.5 p	21.0 p	36.0 p	-6.7 p	6.6 p	23.2 ps	10.1 s	6.0 s	14.8 s	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,SI	16.6 	7.0 	9.2 	0.7 	-15.6 	-0.3 	-16.1 	-21.4 	-18.5 	-29.6 	-18.6 	22.1 	18.5 	2.4 	19.8 	18.3 	-2.1 	1.1 	-5.7 	0.4 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,SK	11.4 	-8.6 	14.6 	23.3 	8.6 	13.5 	-0.3 	-19.5 	-20.2 	-30.2 	59.7 	-9.9 	3.1 	21.6 	54.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,TR	-52.6 	38.6 	12.2 	-13.0 	22.9 	9.0 	18.5 	-28.2 	74.7 	3.0 	-13.7 	-2.8 	9.7 	65.3 	63.3 	24.9 	-42.0 	-11.4 	-7.1 	-21.5 	-6.8 	2.2 	-12.4 	-1.0 	-4.4 	15.9 	: 
PNUM,F_CC11_X_CC113,NSA,PCH_SM,UK	-4.8 p	6.3 p	4.3 p	5.6 p	13.3 p	19.6 p	-9.5 	-0.5 	21.8 	-19.4 	-39.5 	4.6 	-1.3 	-0.5 	10.0 	7.1 	-0.1 	2.6 	-1.0 	1.5 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,AT	: 	: 	112.7 e	113.9 e	112.0 e	104.1 	98.0 	116.6 	100.0 	93.4 	98.8 	92.3 	91.8 	79.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,BE	: 	: 	90.5 p	90.1 	100.7 	98.6 	99.4 	95.1 	100.0 	99.3 	109.1 	110.4 	112.8 	110.4 	103.5 	87.2 	89.8 	102.0 	103.0 	110.5 	95.2 	103.3 	103.1 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,BG	: 	164.1 	136.3 	123.6 	102.9 	98.2 	89.5 	103.4 	100.0 	143.3 	283.6 	341.1 	276.9 	201.8 	151.4 	91.8 	60.8 	49.1 	39.9 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,CY	: 	: 	35.9 	30.1 	26.7 	35.5 	51.7 	77.6 	100.0 	108.0 	127.1 	124.5 	120.8 	117.9 	103.9 	89.3 	75.0 	68.8 	56.8 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,CZ	: 	: 	98.7 	88.0 	75.7 	76.1 	89.1 	90.6 	100.0 	103.2 	138.7 	139.7 	141.1 	121.2 	118.5 	114.2 	100.2 	90.4 	80.6 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,DE	: 	: 	134.7 	119.5 	114.4 	116.9 	114.5 	114.1 	100.0 	98.9 	109.9 e	102.8 e	116.0 e	108.4 e	117.2 e	129.1 e	127.2 e	139.6 e	151.6 e	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,DK	: 	94.3 p	112.9 p	103.3 p	93.0 p	86.9 p	86.7 p	98.8 p	100.0 p	88.4 p	140.5 p	160.8 p	206.2 p	177.9 p	151.4 p	142.7 p	140.5 p	146.5 p	141.4 p	136.1 p	141.6 p	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,EA19	: 	: 	86.5 	75.3 	71.9 	77.1 	86.6 	99.1 	100.0 	110.7 	149.5 	201.4 	214.9 	194.0 	186.8 s	175.7 s	171.8 s	172.8 s	178.8 s	164.5 s	149.3 s	125.6 s	111.5 s	114.4 s	: 	: 	: 
PSQM,F_CC1,NSA,I10,EE	: 	238.3 	198.7 	201.5 	149.3 	135.8 	150.5 	120.1 	100.0 	125.7 	220.3 	267.7 	287.6 	218.4 	207.5 	116.2 	121.2 	69.4 	57.6 	47.8 	60.4 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,EL	: 	: 	17.1 	21.0 	19.0 	22.8 	34.3 	55.2 	100.0 	123.2 	172.4 	210.7 	227.3 	314.7 	215.1 	238.3 	240.4 	204.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,ES	: 	: 	84.1 e	52.9 	46.7 	57.8 	70.2 	89.3 	100.0 	142.6 e	244.5 e	472.1 e	535.1 e	442.4 e	408.6 e	369.2 e	327.4 e	331.1 e	346.5 e	305.6 e	270.1 e	216.0 e	184.1 e	198.4 e	: 	: 	: 
PSQM,F_CC1,NSA,I10,EU28	: 	: 	95.8 	85.4 	79.7 	80.7 	89.3 	99.3 	100.0 	108.5 	144.0 	187.2 	195.8 	177.5 	171.2 s	160.4 s	155.9 s	158.3 s	161.9 s	152.2 s	142.2 s	119.6 s	106.2 s	108.9 s	: 	: 	: 
PSQM,F_CC1,NSA,I10,FI	: 	: 	87.1 	76.7 	78.6 	86.4 	94.0 	102.0 	100.0 	92.3 	104.7 	123.8 	121.0 	115.5 	105.4 	104.6 	99.5 	97.8 	104.9 	106.0 	98.5 	90.2 	73.3 	60.4 	: 	: 	: 
PSQM,F_CC1,NSA,I10,FR	: 	95.7 e	88.6 e	80.7 e	79.8 e	91.4 e	101.0 e	106.3 e	100.0 e	92.6 e	107.8 e	119.8 e	121.3 e	112.6 e	102.1 e	96.0 e	93.3 e	100.4 e	101.9 e	92.2 e	88.4 e	70.5 e	68.1 e	69.1 e	73.7 e	: 	: 
PSQM,F_CC1,NSA,I10,HR	: 	87.0 	77.7 	74.9 	56.9 	49.6 	61.5 	80.0 	100.0 	115.3 	147.3 	157.8 	147.3 	136.5 	120.0 	117.2 	102.7 	91.2 	62.4 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,HU	: 	: 	162.1 	96.5 	74.4 	74.7 	80.1 	75.9 	100.0 	130.4 	180.4 	152.7 	169.1 	176.1 	181.9 	195.8 	161.3 	166.9 	153.5 	126.4 s	125.1 s	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,IE	: 	: 	106.3 	92.5 	60.6 	63.5 	60.8 	77.5 	100.0 	193.9 	319.6 	456.3 	367.0 	380.4 	356.1 	286.2 	274.4 	308.3 	: c	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,IT	: 	: 	46.0 p	46.3 	43.9 	49.2 	69.9 	90.4 	100.0 	110.4 	145.8 	166.6 	169.7 	178.8 	192.6 	180.0 	205.7 	172.4 	164.0 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,LT	: 	128.3 	134.2 	126.6 	111.2 	122.3 	99.7 	79.6 	100.0 	114.7 e	157.5 e	182.5 e	137.8 e	125.0 e	91.1 e	66.2 e	55.9 	40.0 	42.5 	38.5 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,LU	: 	: 	114.4 	145.2 	142.7 	114.1 	112.6 	119.7 	100.0 	101.1 	114.5 	108.3 	108.8 	87.3 	108.0 	107.3 	94.4 	98.4 	99.1 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,LV	: 	65.0 	60.4 	61.5 	90.6 	132.5 	95.4 	122.5 	100.0 	79.7 e	160.4 e	278.5 e	240.4 e	179.0 e	136.0 e	77.7 e	69.9 e	38.1 e	36.3 e	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,ME	: 	: 	139.2 	122.8 	117.0 	107.1 	124.3 	94.0 	100.0 	139.1 e	103.5 e	78.7 e	55.3 e	47.2 e	73.3 e	44.6 e	56.0 e	46.2 e	58.3 e	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,MK	: 	144.5 	153.3 	120.2 	113.9 	101.8 	133.4 	114.8 	100.0 	90.0 	106.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,MT	: 	: 	159.7 	112.0 	95.5 	87.1 	66.0 	70.0 	100.0 	86.5 	110.5 	185.2 	171.3 	150.8 	112.3 	104.5 	93.6 	71.5 	85.2 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,NL	: 	107.1 	85.2 	77.2 	66.0 	55.7 	70.5 	101.3 	100.0 	123.2 	169.1 	180.7 	166.3 	140.8 	134.2 	127.3 	120.9 	148.8 	166.1 	177.4 	166.8 	163.5 	143.0 	129.9 	: 	: 	: 
PSQM,F_CC1,NSA,I10,NO	: 	113.7 	113.3 	102.4 	102.1 	111.7 	106.9 	105.0 	100.0 	94.5 	106.5 	124.0 	113.3 	105.9 	91.9 	80.3 	83.0 	88.2 	85.4 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,PL	: 	: 	119.4 	102.9 	87.7 	88.2 	92.6 	104.2 	100.0 	104.5 	126.6 	129.5 	101.2 	85.8 	81.7 	66.1 	60.7 	117.3 	80.1 	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,PT	: 	65.9 	58.0 	44.9 	42.1 	47.1 	57.1 	79.9 	100.0 	108.5 	166.1 e	200.8 e	208.7 e	212.1 e	214.9 e	226.9 e	266.9 e	293.8 e	314.7 e	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,RO	: 	119.4 	105.4 	98.8 	103.3 	94.1 	94.0 	103.2 	100.0 	122.2 	201.0 e	179.3 e	138.9 e	102.0 e	78.8 e	66.6 e	60.2 e	66.3 e	74.6 e	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,RS	: 	: 	170.0 	141.2 	85.6 	93.2 	111.0 	112.6 	100.0 	126.7 	151.8 	147.4 	136.1 e	128.2 e	133.5 e	134.6 e	93.3 e	72.5 e	68.8 e	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,SE	: 	: 	160.2 p	136.5 p	118.9 p	101.1 p	92.0 p	107.8 p	100.0 p	81.2 p	104.3 p	114.6 p	130.5 p	106.5 p	89.1 p	84.9 p	77.5 p	83.8 p	94.4 p	: 	: 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,SI	: 	83.7 p	79.0 	59.7 	50.5 	65.8 	62.3 	81.7 	100.0 	105.5 	133.9 	171.6 	170.1 	126.4 	119.3 	106.2 	92.3 	92.7 	92.9 	104.2 	100.3 	: 	: 	: 	: 	: 	: 
PSQM,F_CC1,NSA,I10,SK	: 	: 	136.7 	97.5 	95.3 	91.8 	87.3 	91.4 	100.0 	121.9 	190.7 	156.6 	141.8 	129.2 	136.9 	80.5 	: 	: 	
